UserID,Country,Language,RegDate,FirstPay,FirstAct,FirstSp,FirstCa,FirstGa,FirstPo,ApplicationID,Gender
1374916,276,2,2/20/2005,20050225,20050225,20050225,20050303,NULL,NULL,1,1
1374920,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1374921,250,6,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1374922,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,1,1
1374924,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1374925,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1374926,250,6,2/20/2005,20050220,20050220,20050220,NULL,20050220,NULL,1,1
1374929,208,11,2/20/2005,20050220,20050220,20050220,NULL,NULL,20050220,1,1
1374932,724,4,2/20/2005,20050220,20050222,20050222,NULL,NULL,NULL,1,0
1374933,300,8,2/20/2005,20050321,20050321,20050321,NULL,NULL,NULL,14,1
1374934,300,8,2/20/2005,20050309,20050309,20050309,NULL,NULL,NULL,14,1
1374935,724,12,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1374936,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1374937,276,2,2/20/2005,20050223,20050225,20050225,NULL,NULL,NULL,3,1
1374940,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1374941,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1374942,40,2,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,1,1
1374943,208,11,2/20/2005,20050220,20050221,20050221,NULL,NULL,NULL,1,1
1374944,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1374945,276,2,2/20/2005,20050318,20050319,20050319,NULL,NULL,NULL,3,1
1374946,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1374949,724,4,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1374950,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,0
1374951,276,2,2/20/2005,20050223,20050224,20050224,NULL,NULL,NULL,1,1
1374952,724,4,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1374953,616,9,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1374954,276,2,2/20/2005,20050222,20050225,20050225,NULL,NULL,NULL,3,1
1374955,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1374956,276,2,2/20/2005,20050314,20050319,20050319,NULL,NULL,NULL,3,1
1374957,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,0
1374961,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1374963,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1374964,380,3,2/20/2005,20050414,20050414,20050414,20050414,20050414,NULL,1,1
1374967,250,6,2/20/2005,20050220,20050220,20050220,20050220,20050220,NULL,1,1
1374968,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1374969,276,2,2/20/2005,20050303,20050304,20050304,NULL,NULL,NULL,3,1
1374970,250,6,2/20/2005,20050225,20050225,20050225,NULL,NULL,NULL,1,1
1374973,300,8,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,14,1
1374974,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,0
1374976,276,2,2/20/2005,20050224,20050225,20050225,NULL,NULL,NULL,1,1
1374977,276,2,2/20/2005,20050220,20050225,20050225,20050307,NULL,NULL,1,1
1374979,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1374980,276,2,2/20/2005,20050302,20050303,20050303,NULL,NULL,NULL,3,1
1374983,276,2,2/20/2005,20050301,20050301,20050301,NULL,NULL,NULL,3,1
1374984,300,8,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,14,1
1374987,208,11,2/20/2005,20050220,20050223,20050223,NULL,NULL,NULL,1,1
1374991,276,2,2/20/2005,20050225,20050225,20050225,NULL,NULL,NULL,3,1
1374992,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1374994,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1374995,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1374996,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1374997,276,2,2/20/2005,20051001,20051001,20051001,NULL,NULL,NULL,3,1
1374998,276,2,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,3,1
1375001,40,2,2/20/2005,20050221,20050221,20050221,20050221,20050221,NULL,1,1
1375002,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375005,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375008,276,2,2/20/2005,20050223,20050224,20050224,NULL,NULL,NULL,3,1
1375009,208,11,2/20/2005,20050220,20050220,NULL,NULL,NULL,20050220,23,1
1375011,276,2,2/20/2005,20050316,20050316,20050316,NULL,NULL,NULL,3,1
1375012,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375013,724,4,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375014,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,0
1375020,250,6,2/20/2005,20050220,20050220,20050220,20050220,20050328,NULL,1,1
1375021,300,8,2/20/2005,20050220,20050221,20050221,NULL,NULL,NULL,14,0
1375023,724,4,2/20/2005,20050301,20050301,20050301,NULL,NULL,NULL,1,1
1375025,276,2,2/20/2005,20050228,20050228,20050228,NULL,NULL,NULL,3,1
1375026,300,8,2/20/2005,20050220,20050220,NULL,NULL,NULL,20050220,14,1
1375027,276,2,2/20/2005,20050307,20050307,20050307,NULL,NULL,NULL,1,1
1375029,724,4,2/20/2005,20050220,20050220,20050220,NULL,20050220,NULL,1,1
1375030,620,1,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,1,1
1375031,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375032,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375033,276,2,2/20/2005,20050223,20050225,20050225,20050531,20050304,NULL,1,1
1375035,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375036,756,2,2/20/2005,20050220,20050220,20050220,20050221,20050220,NULL,1,1
1375037,300,8,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,14,0
1375038,276,2,2/20/2005,20050220,20050221,20050221,NULL,NULL,NULL,3,1
1375039,276,2,2/20/2005,20050330,20050330,20050330,NULL,NULL,NULL,3,1
1375041,276,2,2/20/2005,20050301,20050301,20050301,NULL,NULL,NULL,3,1
1375043,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375044,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375045,40,2,2/20/2005,20050422,20050422,20050422,NULL,NULL,NULL,1,1
1375046,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375047,276,2,2/20/2005,20050225,20050225,20050225,NULL,NULL,NULL,3,1
1375048,300,8,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,14,1
1375052,276,2,2/20/2005,20050222,20050226,20050226,NULL,NULL,NULL,3,1
1375054,276,2,2/20/2005,20050220,20050309,20050309,NULL,NULL,NULL,3,1
1375056,276,2,2/20/2005,20050225,20050226,20050226,NULL,NULL,NULL,3,1
1375057,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375058,276,2,2/20/2005,20050220,20050221,20050221,NULL,NULL,NULL,3,1
1375059,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375060,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375061,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375062,724,4,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375064,276,2,2/20/2005,20050302,20050302,20050302,NULL,NULL,NULL,3,1
1375066,276,2,2/20/2005,20050223,20050223,20050223,20050714,NULL,NULL,1,1
1375069,276,2,2/20/2005,20050309,20050309,20050309,NULL,NULL,NULL,3,1
1375070,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375071,300,1,2/20/2005,20050224,20050226,20050226,20050605,NULL,NULL,14,1
1375072,250,6,2/20/2005,20050220,20050222,20050222,NULL,NULL,NULL,1,1
1375074,616,9,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,0
1375075,616,9,2/20/2005,20050222,20050222,20050222,20050223,20050222,20050302,1,1
1375076,792,7,2/20/2005,20050223,20050223,20050223,20050405,NULL,NULL,9,0
1375078,276,2,2/20/2005,20050223,20050224,20050224,NULL,NULL,NULL,3,1
1375079,276,2,2/20/2005,20050307,20050307,20050307,NULL,NULL,NULL,3,1
1375081,40,2,2/20/2005,20050220,20050223,20050223,NULL,NULL,NULL,1,1
1375082,276,2,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,3,1
1375084,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375090,578,10,2/20/2005,20050220,20050220,20050227,20050227,20050220,NULL,15,0
1375095,276,2,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,3,1
1375096,276,2,2/20/2005,20050223,20050224,20050224,NULL,NULL,NULL,1,1
1375097,705,1,2/20/2005,20050220,20050220,20050220,NULL,20050220,NULL,1,0
1375099,276,2,2/20/2005,20050220,20050220,20050227,20050220,20050710,NULL,1,1
1375100,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375101,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375103,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375108,756,2,2/20/2005,20050220,20050220,20050220,20050516,NULL,NULL,1,1
1375111,276,2,2/20/2005,20050302,20050302,20050302,NULL,NULL,NULL,3,1
1375113,250,6,2/20/2005,20050220,20050220,20050220,20050220,20050221,NULL,1,1
1375114,208,11,2/20/2005,20050604,20050604,NULL,NULL,NULL,20050604,23,1
1375116,276,2,2/20/2005,20050225,20050226,20050226,NULL,NULL,NULL,3,1
1375118,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375120,578,10,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,15,1
1375121,752,5,2/20/2005,20050909,20050909,20050915,20050919,NULL,20050909,23,1
1375122,792,7,2/20/2005,20050427,20050427,20050427,20050506,20050523,NULL,9,1
1375123,276,2,2/20/2005,20050225,20050225,20050225,NULL,NULL,NULL,3,0
1375124,276,2,2/20/2005,20050301,20050301,20050301,NULL,NULL,NULL,3,1
1375128,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375129,616,9,2/20/2005,20050325,20050325,20050325,NULL,NULL,20050502,1,1
1375130,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375131,276,2,2/20/2005,20050603,20050604,20050604,NULL,NULL,NULL,3,1
1375133,276,2,2/20/2005,20050302,20050302,20050302,NULL,NULL,NULL,3,1
1375134,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375136,196,8,2/20/2005,20050220,20050220,20050223,20050220,20050226,20050405,14,1
1375137,792,7,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,9,1
1375138,276,2,2/20/2005,20050228,20050228,20050228,NULL,NULL,NULL,3,1
1375140,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,0
1375141,276,2,2/20/2005,20050512,20050525,20050525,NULL,NULL,NULL,3,1
1375144,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375145,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375146,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375147,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375148,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,0
1375149,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375150,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,0
1375153,276,2,2/20/2005,20050225,20050226,20050226,NULL,NULL,NULL,3,0
1375157,208,11,2/20/2005,20050220,20050220,NULL,20050220,NULL,NULL,1,1
1375158,752,5,2/20/2005,20050220,20050220,NULL,20050226,NULL,20050220,30,1
1375159,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375162,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375164,705,1,2/20/2005,20050221,20050221,20050221,20050221,20050222,NULL,1,1
1375166,792,7,2/20/2005,20050221,20050221,20050221,NULL,NULL,NULL,9,1
1375168,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,0
1375170,250,6,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375172,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375173,276,2,2/20/2005,20050224,20050227,20050227,NULL,NULL,NULL,1,1
1375174,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375178,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375179,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375181,276,2,2/20/2005,20050311,20050315,20050315,NULL,NULL,NULL,3,1
1375182,300,8,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,14,1
1375184,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,0
1375185,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375189,250,6,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375191,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375192,724,4,2/20/2005,20050221,20050221,20050221,NULL,NULL,NULL,1,1
1375197,276,2,2/20/2005,20050225,20050225,20050225,NULL,NULL,NULL,1,1
1375198,276,2,2/20/2005,20050504,20050504,20050504,NULL,NULL,NULL,3,1
1375199,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375200,792,7,2/20/2005,20050220,20050220,20050220,20050227,20050221,NULL,9,0
1375201,276,2,2/20/2005,20050223,20050224,20050224,NULL,NULL,NULL,3,1
1375202,792,7,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,9,1
1375203,276,2,2/20/2005,20050220,20050220,20050220,20050302,20050228,NULL,1,1
1375206,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375209,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375211,276,2,2/20/2005,20050228,20050228,20050228,NULL,NULL,NULL,3,1
1375214,40,2,2/20/2005,20050220,20050220,20050220,20050220,20050227,20050301,1,1
1375216,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,0
1375217,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375220,276,2,2/20/2005,20050303,20050303,20050303,NULL,NULL,NULL,3,1
1375221,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375222,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375223,276,2,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,3,1
1375225,40,2,2/20/2005,20050302,20050302,20050302,NULL,20050302,NULL,1,1
1375227,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375228,792,7,2/20/2005,20050220,20050309,20050309,NULL,NULL,NULL,9,1
1375229,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375230,276,2,2/20/2005,20050309,20050309,20050309,NULL,NULL,NULL,3,1
1375231,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375233,792,7,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,9,1
1375234,724,4,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375235,724,4,2/20/2005,20050220,20050220,20050220,20050223,NULL,NULL,1,1
1375237,276,2,2/20/2005,20050301,20050301,20050301,NULL,NULL,NULL,3,0
1375239,276,2,2/20/2005,20050303,20050304,20050304,NULL,NULL,NULL,3,1
1375240,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375243,276,2,2/20/2005,20050220,20050220,20050220,20050220,NULL,NULL,1,1
1375244,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375245,276,2,2/20/2005,20050301,20050301,20050301,NULL,NULL,NULL,3,1
1375247,208,11,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375248,380,3,2/20/2005,20050409,20050409,20050409,NULL,NULL,NULL,1,0
1375249,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375250,276,2,2/20/2005,20050308,20050309,20050309,NULL,NULL,NULL,3,1
1375251,276,2,2/20/2005,20050301,20050307,20050307,NULL,NULL,NULL,3,1
1375252,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375253,756,2,2/20/2005,20050220,20050220,20050305,20050220,NULL,NULL,1,1
1375255,276,2,2/20/2005,20050903,20050903,20050903,NULL,NULL,NULL,3,1
1375256,276,2,2/20/2005,20050220,20050222,20050222,NULL,NULL,NULL,3,1
1375257,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,1,1
1375258,276,2,2/20/2005,20050220,20050221,20050221,NULL,NULL,NULL,3,1
1375259,276,2,2/20/2005,20050302,20050302,20050302,NULL,NULL,NULL,3,1
1375264,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375265,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,0
1375267,56,6,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375269,380,3,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375271,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375272,40,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,0
1375273,276,2,2/20/2005,20050222,20050223,20050223,NULL,NULL,NULL,3,1
1375274,250,6,2/20/2005,20050220,20050220,20050220,NULL,20050425,NULL,1,1
1375275,300,8,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,14,1
1375276,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375277,250,6,2/20/2005,20050401,20050401,20050401,NULL,NULL,NULL,1,1
1375280,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375282,276,2,2/20/2005,20050224,20050225,20050225,NULL,NULL,NULL,3,1
1375287,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375289,724,4,2/20/2005,20050306,20050306,20050306,20050322,20050818,20050430,1,1
1375291,276,2,2/20/2005,20050224,20050310,20050310,NULL,NULL,NULL,9,1
1375296,276,2,2/20/2005,20050220,20050221,20050221,NULL,NULL,NULL,3,1
1375297,276,2,2/20/2005,20050223,20050225,20050225,NULL,NULL,NULL,3,1
1375298,300,8,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375302,724,4,2/20/2005,20050223,20050223,20050223,NULL,20050904,NULL,1,1
1375305,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375306,438,2,2/20/2005,20050307,20050220,20050220,NULL,NULL,NULL,1,1
1375307,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375308,616,9,2/20/2005,20050407,20050407,20050407,NULL,NULL,NULL,1,1
1375310,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375313,276,2,2/20/2005,20050302,20050302,20050302,NULL,NULL,NULL,3,1
1375316,616,9,2/20/2005,20050221,20050221,20050221,NULL,20050222,NULL,1,1
1375317,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375318,40,2,2/20/2005,20050220,20050220,20050220,20050418,NULL,NULL,1,1
1375320,276,2,2/20/2005,20050503,20050503,20050503,NULL,NULL,NULL,3,1
1375321,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375322,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375325,276,2,2/20/2005,20050304,20050304,20050304,NULL,NULL,NULL,3,1
1375328,792,7,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,9,0
1375331,792,7,2/20/2005,20050221,20050221,20050221,NULL,NULL,NULL,9,1
1375332,276,2,2/20/2005,20050221,20050221,20050807,20050221,20050412,NULL,1,1
1375333,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375334,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375335,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375337,276,2,2/20/2005,20050901,20050905,20050905,NULL,NULL,NULL,3,1
1375338,250,6,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,1,1
1375340,300,8,2/20/2005,20050226,20050226,20050226,NULL,NULL,NULL,1,1
1375341,276,2,2/20/2005,20050223,20050224,20050224,NULL,NULL,NULL,3,1
1375342,484,1,2/20/2005,20050510,20050220,NULL,20050618,NULL,20050220,15,1
1375343,616,9,2/20/2005,20050304,20050304,20050304,20050323,NULL,NULL,1,1
1375345,196,8,2/20/2005,20050221,20050221,20050221,NULL,NULL,NULL,14,1
1375346,276,2,2/20/2005,20050224,20050228,20050228,NULL,NULL,NULL,3,1
1375347,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375348,276,2,2/20/2005,20050301,20050520,20050520,NULL,NULL,NULL,3,1
1375349,616,9,2/20/2005,20050304,20050304,20050304,NULL,20050306,NULL,1,1
1375353,276,2,2/20/2005,20050223,20050327,20050327,NULL,NULL,NULL,3,1
1375354,616,9,2/20/2005,20050316,20050316,20050316,NULL,NULL,NULL,1,1
1375355,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375356,250,6,2/20/2005,20050301,20050301,20050301,NULL,20050607,NULL,1,1
1375357,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375358,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,0
1375359,724,4,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,1,0
1375360,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375361,276,2,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,3,1
1375363,616,9,2/20/2005,20050228,20050228,20050228,NULL,NULL,NULL,1,1
1375364,380,3,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375365,276,2,2/20/2005,20050427,20050507,20050507,NULL,NULL,NULL,3,1
1375368,276,2,2/20/2005,20050223,20050223,20050223,20050224,20050223,NULL,1,1
1375369,300,8,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,14,1
1375370,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375371,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375372,276,2,2/20/2005,20050220,20050220,20050220,NULL,20050711,NULL,1,1
1375373,276,2,2/20/2005,20050223,20050224,20050224,NULL,NULL,NULL,3,1
1375374,276,2,2/20/2005,20050222,20050223,20050223,NULL,NULL,NULL,3,0
1375375,616,1,2/20/2005,20050220,20050305,20050305,NULL,NULL,NULL,14,1
1375377,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375378,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375379,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375380,276,2,2/20/2005,20050418,20050419,20050419,NULL,NULL,NULL,3,1
1375381,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375385,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375387,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375389,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375392,250,6,2/20/2005,20050220,20050220,20050220,NULL,20050314,20050816,1,1
1375394,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375395,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375397,276,2,2/20/2005,20050225,20050226,20050226,NULL,NULL,NULL,3,1
1375398,276,2,2/20/2005,20050224,20050227,20050227,NULL,NULL,NULL,3,0
1375399,616,9,2/20/2005,20050222,20050222,20050222,NULL,NULL,NULL,1,1
1375401,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375402,276,2,2/20/2005,20050909,20050909,20050909,NULL,NULL,NULL,1,1
1375408,724,4,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375410,208,11,2/20/2005,20050302,20050302,20050302,20050302,NULL,NULL,1,1
1375414,380,3,2/20/2005,20050225,20050220,20050225,20050220,20050225,20050318,24,1
1375416,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,1,1
1375420,250,6,2/20/2005,20050220,20050220,20050220,NULL,20050221,NULL,1,1
1375422,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375424,616,9,2/20/2005,20050220,20050221,20050221,NULL,NULL,NULL,1,1
1375425,300,8,2/20/2005,20050223,20050224,20050224,NULL,NULL,NULL,14,1
1375427,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,0
1375428,276,2,2/20/2005,20050226,20050226,20050226,20050226,20050308,20050407,1,1
1375429,276,2,2/20/2005,20050510,20050511,20050511,NULL,NULL,NULL,3,1
1375431,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375435,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375436,792,7,2/20/2005,20050220,20050220,20050220,20050222,20050317,NULL,9,1
1375438,276,2,2/20/2005,20050304,20050304,20050304,NULL,NULL,NULL,3,1
1375442,40,2,2/20/2005,20050914,20050914,20050914,NULL,NULL,NULL,1,1
1375443,250,6,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,1,1
1375444,276,2,2/20/2005,20050419,20050419,20050419,NULL,NULL,NULL,3,1
1375445,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375446,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375449,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375450,276,2,2/20/2005,20050224,20050224,20050224,NULL,NULL,NULL,3,1
1375453,792,7,2/20/2005,20050221,20050221,20050221,NULL,NULL,NULL,9,1
1375454,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,1,1
1375455,276,2,2/20/2005,20050514,20050514,20050514,NULL,NULL,NULL,3,1
1375457,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
1375458,276,2,2/20/2005,20050220,20050220,20050220,NULL,NULL,NULL,3,1
1375461,276,2,2/20/2005,20050223,20050223,20050223,NULL,NULL,NULL,3,1
